id_client,genre,age,permis_conduire,code_regional,ancien_assure,age_vehicule,vehicule_endommage,prime_annuelle,canal_communication,anciennete,reponse_client
381,male,47,1,28.0,1,1-2 an,no,31269.0,124.0,213,0
382,male,66,1,31.0,0,> 2 ans,oui,2630.0,26.0,90,0
383,femelle,55,1,28.0,0,> 2 ans,oui,49146.0,26.0,190,1
384,femelle,24,1,8.0,0,< 1 an,oui,54408.0,152.0,86,0
385,male,26,1,8.0,1,< 1 an,no,54203.0,152.0,81,0
386,femelle,22,1,28.0,1,< 1 an,no,38452.0,26.0,51,0
387,femelle,34,1,28.0,0,1-2 an,no,46685.0,124.0,205,0
388,male,66,1,28.0,0,1-2 an,no,42644.0,122.0,80,0
389,femelle,44,1,28.0,0,1-2 an,oui,45485.0,122.0,245,0
390,male,21,1,13.0,0,< 1 an,oui,28733.0,152.0,70,0
391,male,20,1,46.0,0,< 1 an,oui,49211.0,160.0,284,0
392,male,22,1,50.0,1,< 1 an,no,36287.0,152.0,70,0
393,femelle,25,1,37.0,0,< 1 an,oui,2630.0,152.0,249,0
394,femelle,49,1,29.0,0,1-2 an,no,2630.0,156.0,265,0
395,male,50,1,31.0,0,1-2 an,oui,2630.0,124.0,237,0
396,male,75,1,8.0,1,1-2 an,no,2630.0,26.0,11,0
397,male,31,1,28.0,0,< 1 an,oui,32883.0,26.0,132,0
398,male,21,1,28.0,0,< 1 an,no,2630.0,152.0,186,0
399,femelle,47,1,15.0,0,1-2 an,oui,2630.0,14.0,166,0
400,male,59,1,28.0,0,1-2 an,oui,44233.0,124.0,160,1
401,male,23,1,47.0,0,< 1 an,oui,25080.0,152.0,277,1
402,male,65,1,28.0,0,1-2 an,oui,90789.0,26.0,186,1
403,femelle,27,1,33.0,0,< 1 an,oui,2630.0,152.0,125,0
404,male,49,1,28.0,0,1-2 an,oui,37214.0,26.0,158,1
405,male,51,1,28.0,0,1-2 an,oui,37690.0,26.0,34,0
406,femelle,66,1,47.0,0,1-2 an,oui,34757.0,26.0,92,0
407,male,45,1,28.0,0,1-2 an,no,42620.0,124.0,245,0
408,femelle,45,1,35.0,1,1-2 an,no,2630.0,26.0,200,0
409,femelle,68,1,30.0,1,1-2 an,no,2630.0,160.0,218,0
410,male,47,1,28.0,0,> 2 ans,oui,33145.0,124.0,237,0
411,male,28,1,6.0,0,1-2 an,oui,31181.0,124.0,282,0
412,femelle,25,1,40.0,0,< 1 an,oui,39361.0,152.0,104,0
413,femelle,51,1,28.0,0,> 2 ans,oui,33632.0,124.0,137,0
414,femelle,24,1,6.0,1,< 1 an,no,29371.0,152.0,168,0
415,femelle,25,1,43.0,1,< 1 an,no,27080.0,160.0,177,0
416,femelle,24,1,43.0,0,< 1 an,oui,29981.0,152.0,185,0
417,male,41,1,21.0,0,1-2 an,oui,29440.0,157.0,87,1
418,male,29,1,46.0,0,< 1 an,oui,2630.0,152.0,118,0
419,femelle,22,1,46.0,1,< 1 an,no,31506.0,160.0,113,0
420,femelle,38,1,38.0,1,1-2 an,no,37379.0,124.0,158,0
421,femelle,26,1,8.0,1,< 1 an,no,22650.0,152.0,181,0
422,male,23,1,6.0,1,< 1 an,no,24308.0,152.0,256,0
423,femelle,36,1,46.0,0,< 1 an,oui,2630.0,1.0,94,0
424,femelle,37,1,28.0,0,1-2 an,oui,20267.0,152.0,88,0
425,femelle,21,1,8.0,1,< 1 an,oui,46704.0,152.0,99,0
426,femelle,24,1,13.0,0,< 1 an,oui,2630.0,151.0,19,0
427,male,22,1,46.0,1,< 1 an,no,23810.0,152.0,220,0
428,male,54,1,28.0,1,1-2 an,no,34431.0,124.0,288,0
429,femelle,21,1,34.0,0,1-2 an,oui,36314.0,163.0,86,1
430,femelle,44,1,28.0,0,1-2 an,oui,119735.0,152.0,295,0
431,male,48,1,8.0,0,1-2 an,oui,42100.0,124.0,247,1
432,male,42,1,11.0,0,1-2 an,oui,40473.0,124.0,46,0
433,femelle,45,1,28.0,0,1-2 an,oui,27616.0,26.0,134,0
434,male,25,1,16.0,1,< 1 an,no,2630.0,152.0,178,0
435,male,76,1,15.0,1,1-2 an,no,39952.0,14.0,126,0
436,male,64,1,28.0,0,1-2 an,oui,42417.0,60.0,116,0
437,male,29,1,8.0,0,< 1 an,oui,42992.0,124.0,241,0
438,femelle,28,1,14.0,1,< 1 an,no,27555.0,152.0,258,0
439,femelle,24,1,46.0,1,< 1 an,no,25784.0,152.0,128,0
440,femelle,49,1,8.0,0,1-2 an,oui,38022.0,124.0,197,0
441,male,53,1,39.0,0,1-2 an,oui,2630.0,157.0,83,0
442,femelle,67,1,29.0,0,1-2 an,oui,43753.0,124.0,30,1
443,male,54,1,33.0,0,1-2 an,oui,39396.0,124.0,295,0
444,femelle,25,1,23.0,1,< 1 an,no,2630.0,152.0,228,0
445,femelle,21,1,30.0,1,< 1 an,no,24030.0,152.0,82,0
446,femelle,39,1,28.0,0,1-2 an,oui,33016.0,124.0,74,0
447,male,54,1,35.0,0,1-2 an,oui,26629.0,26.0,113,1
448,femelle,24,1,32.0,0,< 1 an,oui,2630.0,152.0,107,0
449,femelle,23,1,2.0,1,< 1 an,no,24881.0,152.0,247,0
450,male,33,1,15.0,1,< 1 an,no,2630.0,152.0,190,0
451,femelle,23,1,37.0,0,< 1 an,oui,21214.0,152.0,126,1
452,femelle,23,1,21.0,0,< 1 an,oui,24388.0,152.0,270,0
453,male,47,1,46.0,1,1-2 an,no,2630.0,21.0,270,0
454,male,63,1,28.0,0,1-2 an,oui,44879.0,124.0,85,0
455,femelle,27,1,10.0,0,< 1 an,oui,24453.0,152.0,152,0
456,male,49,1,8.0,0,1-2 an,oui,41648.0,124.0,98,0
457,male,29,1,28.0,0,< 1 an,oui,40186.0,160.0,227,0
458,male,46,1,33.0,0,1-2 an,oui,30866.0,124.0,77,0
459,male,33,1,11.0,1,< 1 an,no,35263.0,152.0,271,0
460,male,40,1,8.0,1,1-2 an,no,31839.0,152.0,165,0
461,femelle,30,1,49.0,0,< 1 an,oui,27967.0,152.0,270,0
462,male,52,1,28.0,0,1-2 an,oui,46090.0,124.0,217,1
463,male,23,1,35.0,1,< 1 an,no,27968.0,152.0,128,0
464,male,70,1,28.0,0,> 2 ans,oui,51565.0,122.0,115,0
465,male,24,1,2.0,0,< 1 an,oui,26707.0,152.0,224,0
466,male,42,1,33.0,0,> 2 ans,oui,35187.0,124.0,107,0
467,male,70,1,8.0,0,1-2 an,oui,46177.0,26.0,249,0
468,femelle,22,1,46.0,0,< 1 an,oui,26118.0,152.0,46,0
469,male,70,1,7.0,1,1-2 an,no,65479.0,124.0,213,0
470,femelle,23,1,28.0,1,< 1 an,no,38010.0,152.0,177,0
471,femelle,74,1,28.0,0,> 2 ans,oui,30128.0,26.0,164,1
472,femelle,22,1,43.0,0,1-2 an,oui,42589.0,157.0,236,0
473,femelle,66,1,28.0,0,1-2 an,oui,30967.0,26.0,64,0
474,femelle,24,1,8.0,0,< 1 an,oui,42636.0,152.0,155,0
475,male,40,1,28.0,0,1-2 an,oui,37142.0,124.0,286,0
476,male,59,1,8.0,1,1-2 an,no,34424.0,26.0,134,0
477,femelle,23,1,27.0,0,< 1 an,oui,27827.0,151.0,19,0
478,male,45,1,46.0,0,1-2 an,oui,37726.0,26.0,186,0
479,femelle,22,1,44.0,1,< 1 an,no,37232.0,152.0,177,0
480,male,30,1,28.0,0,< 1 an,oui,51429.0,121.0,119,1
481,male,73,1,29.0,0,> 2 ans,oui,104002.0,3.0,132,0
482,femelle,33,1,7.0,0,1-2 an,no,2630.0,26.0,103,0
483,femelle,25,1,2.0,1,< 1 an,no,28342.0,152.0,113,0
484,femelle,44,1,28.0,0,1-2 an,oui,52593.0,26.0,30,1
485,femelle,36,1,8.0,0,1-2 an,oui,63198.0,26.0,244,1
486,male,69,1,46.0,1,1-2 an,no,44679.0,26.0,293,0
487,male,79,1,45.0,0,1-2 an,oui,21882.0,124.0,78,0
488,femelle,24,1,28.0,1,< 1 an,no,28036.0,152.0,108,0
489,male,72,1,8.0,1,1-2 an,no,36462.0,26.0,61,0
490,femelle,39,1,28.0,0,1-2 an,oui,45387.0,154.0,59,1
491,femelle,62,1,28.0,0,1-2 an,oui,31026.0,124.0,105,0
492,male,43,1,18.0,0,1-2 an,oui,39225.0,124.0,268,0
493,male,29,1,37.0,0,1-2 an,oui,2630.0,154.0,66,0
494,femelle,20,1,28.0,1,< 1 an,oui,2630.0,160.0,120,0
495,femelle,27,1,46.0,1,< 1 an,no,28640.0,152.0,93,0
496,male,20,1,8.0,0,< 1 an,oui,40115.0,160.0,292,0
497,male,22,1,35.0,0,< 1 an,oui,30083.0,152.0,84,0
498,male,56,1,28.0,0,1-2 an,oui,32018.0,26.0,183,0
499,femelle,28,1,50.0,1,< 1 an,no,26788.0,152.0,221,0
500,male,20,1,36.0,1,< 1 an,no,27397.0,152.0,13,0
501,male,23,1,21.0,0,< 1 an,oui,33870.0,152.0,258,0
502,femelle,31,1,15.0,1,< 1 an,no,33444.0,152.0,233,0
503,femelle,31,1,15.0,1,< 1 an,no,40315.0,152.0,103,0
504,femelle,51,1,28.0,0,1-2 an,oui,39214.0,26.0,15,0
505,femelle,23,1,37.0,1,< 1 an,no,41919.0,152.0,288,0
506,male,37,1,28.0,0,1-2 an,oui,42207.0,124.0,135,1
507,femelle,25,1,28.0,0,< 1 an,oui,92716.0,152.0,247,0
508,femelle,25,1,28.0,1,< 1 an,no,74371.0,152.0,295,0
509,femelle,22,1,28.0,1,< 1 an,no,58936.0,152.0,274,0
510,femelle,31,1,18.0,1,< 1 an,no,44945.0,152.0,201,0
511,femelle,22,1,46.0,1,< 1 an,no,36430.0,152.0,241,0
512,male,29,1,7.0,1,< 1 an,no,2630.0,152.0,59,0
513,femelle,38,1,45.0,0,1-2 an,oui,2630.0,156.0,253,0
514,femelle,26,1,15.0,1,< 1 an,no,32553.0,152.0,97,0
515,femelle,22,1,37.0,0,< 1 an,oui,32093.0,152.0,113,1
516,femelle,70,1,28.0,0,1-2 an,oui,37783.0,139.0,102,0
517,male,58,1,28.0,0,1-2 an,oui,41394.0,124.0,22,0
518,male,52,1,12.0,0,1-2 an,oui,29442.0,124.0,264,0
519,male,49,1,28.0,0,1-2 an,oui,31733.0,26.0,265,0
520,femelle,24,1,30.0,0,< 1 an,no,39055.0,152.0,127,0
521,femelle,24,1,30.0,1,< 1 an,no,28829.0,152.0,173,0
522,femelle,76,1,8.0,0,1-2 an,oui,38546.0,163.0,92,0
523,femelle,22,1,3.0,0,< 1 an,oui,23309.0,160.0,202,0
524,femelle,23,1,43.0,1,< 1 an,no,25272.0,152.0,25,0
525,male,24,1,8.0,1,< 1 an,no,60219.0,151.0,233,0
526,femelle,25,1,47.0,0,< 1 an,oui,40374.0,152.0,246,0
527,male,33,1,46.0,1,1-2 an,no,27599.0,124.0,10,0
528,male,51,1,18.0,1,1-2 an,no,2630.0,26.0,88,0
529,femelle,48,1,27.0,0,1-2 an,oui,34900.0,124.0,153,0
530,male,38,1,48.0,0,1-2 an,oui,2630.0,124.0,67,0
531,femelle,21,1,7.0,1,< 1 an,no,2630.0,152.0,74,0
532,male,36,1,9.0,1,1-2 an,no,41410.0,152.0,174,0
533,femelle,22,1,28.0,1,< 1 an,no,24980.0,152.0,181,0
534,male,53,1,28.0,1,1-2 an,oui,36544.0,26.0,182,0
535,male,45,1,46.0,1,1-2 an,no,2630.0,26.0,271,0
536,male,24,1,15.0,1,< 1 an,no,23479.0,151.0,259,0
537,male,46,1,11.0,1,1-2 an,no,36581.0,152.0,115,0
538,femelle,57,1,41.0,1,1-2 an,no,24564.0,152.0,220,0
539,male,41,1,28.0,0,1-2 an,oui,44898.0,124.0,154,0
540,male,45,1,28.0,0,1-2 an,oui,2630.0,26.0,204,1
541,male,47,1,31.0,0,1-2 an,oui,2630.0,124.0,80,0
542,male,51,1,41.0,0,> 2 ans,oui,31443.0,12.0,82,0
543,femelle,24,1,15.0,0,< 1 an,oui,2630.0,152.0,48,0
544,male,57,1,28.0,0,1-2 an,oui,24552.0,26.0,122,1
545,femelle,25,1,8.0,1,< 1 an,no,61805.0,152.0,58,0
546,male,46,1,8.0,1,1-2 an,no,34727.0,124.0,229,0
547,male,38,1,28.0,0,1-2 an,oui,46272.0,124.0,203,1
548,femelle,48,1,28.0,0,1-2 an,oui,47104.0,26.0,166,0
549,male,22,1,46.0,1,< 1 an,no,26647.0,160.0,95,0
550,male,27,1,46.0,1,< 1 an,no,26312.0,152.0,244,0
551,male,33,1,43.0,1,1-2 an,no,2630.0,26.0,149,0
552,male,23,1,47.0,1,< 1 an,no,35982.0,152.0,277,0
553,femelle,44,1,28.0,1,1-2 an,no,34612.0,26.0,62,0
554,femelle,24,1,41.0,1,< 1 an,no,29857.0,152.0,201,0
555,male,39,1,38.0,0,1-2 an,oui,33149.0,124.0,20,0
556,femelle,21,1,13.0,1,< 1 an,no,24731.0,160.0,283,0
557,male,25,1,15.0,1,< 1 an,no,34661.0,160.0,207,0
558,femelle,51,1,33.0,0,1-2 an,oui,31243.0,152.0,39,1
559,femelle,27,1,28.0,1,< 1 an,no,52455.0,152.0,21,0
560,femelle,42,1,8.0,0,> 2 ans,oui,34393.0,124.0,209,0
561,femelle,23,1,44.0,1,< 1 an,no,28978.0,152.0,242,0
562,male,36,1,28.0,1,1-2 an,no,44579.0,26.0,104,0
563,male,50,1,28.0,0,> 2 ans,oui,38269.0,29.0,244,0
564,male,69,0,33.0,0,1-2 an,oui,39730.0,26.0,53,0
565,male,24,1,11.0,1,< 1 an,no,36316.0,152.0,64,0
566,male,57,1,7.0,0,1-2 an,oui,2630.0,124.0,52,0
567,femelle,32,1,43.0,0,< 1 an,no,2630.0,152.0,167,0
568,male,68,1,8.0,0,1-2 an,oui,112974.0,26.0,206,0
569,male,40,1,4.0,0,1-2 an,oui,33466.0,124.0,120,1
570,male,37,1,30.0,0,1-2 an,oui,29934.0,26.0,141,0
571,femelle,27,1,17.0,1,< 1 an,no,2630.0,151.0,24,0
572,femelle,21,1,47.0,0,< 1 an,oui,57982.0,160.0,89,0
573,femelle,46,1,28.0,0,1-2 an,oui,51568.0,11.0,216,0
574,male,55,1,28.0,0,1-2 an,oui,54115.0,55.0,114,0
575,male,79,1,29.0,0,1-2 an,oui,28777.0,26.0,220,0
576,femelle,22,1,8.0,0,< 1 an,oui,35461.0,152.0,90,0
577,femelle,52,1,7.0,0,1-2 an,oui,2630.0,157.0,19,1
578,male,22,1,30.0,1,< 1 an,no,28001.0,152.0,226,0
579,femelle,24,1,28.0,0,< 1 an,oui,31901.0,152.0,17,0
580,male,32,1,21.0,1,< 1 an,no,25562.0,152.0,261,0
581,male,40,1,28.0,0,1-2 an,oui,34364.0,124.0,41,0
582,femelle,23,1,8.0,1,< 1 an,no,48251.0,152.0,202,0
583,male,56,1,6.0,1,1-2 an,oui,20472.0,26.0,288,0
584,male,57,1,28.0,0,1-2 an,oui,31179.0,26.0,160,1
585,male,24,1,15.0,1,< 1 an,no,33613.0,152.0,205,0
586,femelle,27,1,33.0,1,< 1 an,no,2630.0,160.0,266,0
587,male,21,1,26.0,0,< 1 an,oui,25205.0,160.0,256,0
588,femelle,72,1,28.0,0,1-2 an,oui,61819.0,122.0,35,0
589,femelle,25,1,6.0,0,< 1 an,oui,2630.0,152.0,288,0
590,femelle,21,1,7.0,1,< 1 an,no,48103.0,160.0,135,0
591,male,24,1,45.0,0,< 1 an,oui,19848.0,152.0,115,0
592,femelle,25,1,24.0,1,< 1 an,no,2630.0,152.0,36,0
593,male,26,1,30.0,1,< 1 an,no,22102.0,152.0,97,0
594,femelle,75,1,46.0,1,1-2 an,no,30356.0,26.0,288,0
595,femelle,24,1,41.0,1,< 1 an,oui,21093.0,160.0,53,0
596,male,66,1,14.0,0,1-2 an,oui,40223.0,124.0,200,0
597,femelle,23,1,41.0,1,< 1 an,no,32465.0,152.0,47,0
598,femelle,49,1,46.0,0,1-2 an,oui,25996.0,26.0,184,1
599,male,42,1,41.0,0,1-2 an,oui,35129.0,163.0,80,1
600,femelle,25,1,23.0,1,< 1 an,no,19298.0,152.0,140,0
601,male,21,1,29.0,1,< 1 an,no,28450.0,152.0,17,0
602,femelle,23,1,28.0,1,< 1 an,no,28155.0,152.0,83,0
603,femelle,38,1,28.0,0,1-2 an,oui,26103.0,154.0,121,0
604,male,44,1,35.0,0,1-2 an,oui,2630.0,124.0,245,0
605,male,25,1,28.0,0,< 1 an,oui,60550.0,152.0,269,0
606,male,38,1,28.0,0,1-2 an,oui,52970.0,124.0,106,0
607,femelle,24,1,13.0,1,< 1 an,no,22649.0,152.0,243,0
608,femelle,23,1,27.0,0,< 1 an,no,2630.0,152.0,103,0
609,femelle,43,1,28.0,1,1-2 an,no,2630.0,124.0,248,0
610,femelle,30,1,26.0,0,< 1 an,oui,2630.0,154.0,74,0
611,femelle,49,1,28.0,1,1-2 an,no,2630.0,124.0,100,0
612,femelle,22,1,30.0,1,< 1 an,no,30724.0,152.0,271,0
613,femelle,45,1,8.0,0,1-2 an,oui,2630.0,26.0,96,1
614,male,72,1,28.0,0,1-2 an,oui,45683.0,26.0,270,0
615,male,25,1,8.0,1,< 1 an,no,63124.0,152.0,136,0
616,male,64,1,28.0,1,1-2 an,no,30068.0,26.0,237,0
617,male,46,1,28.0,0,> 2 ans,oui,64819.0,124.0,82,1
618,male,84,1,28.0,1,1-2 an,no,49367.0,122.0,31,0
619,male,46,1,28.0,0,> 2 ans,oui,42534.0,124.0,168,0
620,femelle,41,1,28.0,0,1-2 an,oui,35524.0,124.0,13,1
621,male,73,1,46.0,0,1-2 an,oui,41623.0,26.0,146,0
622,femelle,43,1,28.0,0,> 2 ans,oui,37314.0,26.0,288,1
623,male,47,1,9.0,0,1-2 an,oui,37752.0,26.0,235,0
624,male,55,1,28.0,1,1-2 an,oui,42394.0,26.0,142,0
625,femelle,45,1,37.0,0,1-2 an,oui,35692.0,152.0,235,0
626,femelle,24,1,11.0,1,< 1 an,no,38608.0,152.0,107,0
627,male,44,1,23.0,0,1-2 an,oui,42609.0,124.0,83,0
628,male,42,1,28.0,0,> 2 ans,oui,34815.0,26.0,101,1
629,femelle,24,1,3.0,1,< 1 an,no,28239.0,152.0,67,0
630,femelle,27,1,15.0,0,< 1 an,no,28171.0,152.0,213,0
631,male,21,1,26.0,1,< 1 an,no,15945.0,160.0,160,0
632,femelle,22,1,40.0,1,< 1 an,no,32851.0,152.0,234,0
633,femelle,22,1,14.0,1,< 1 an,no,37508.0,152.0,260,0
634,femelle,44,1,40.0,0,1-2 an,oui,36790.0,26.0,266,0
635,male,21,1,4.0,0,< 1 an,oui,22577.0,152.0,204,0
636,male,36,1,46.0,0,1-2 an,oui,20819.0,26.0,137,0
637,male,24,1,28.0,1,< 1 an,no,55467.0,152.0,84,0
638,femelle,53,1,8.0,0,1-2 an,oui,60483.0,7.0,30,0
639,male,52,1,28.0,1,1-2 an,no,35031.0,26.0,88,0
640,male,23,1,35.0,1,< 1 an,no,34056.0,152.0,233,0
641,femelle,49,1,48.0,1,1-2 an,no,2630.0,26.0,245,0
642,femelle,23,1,29.0,1,< 1 an,no,27636.0,152.0,145,0
643,femelle,23,1,41.0,1,< 1 an,no,44043.0,152.0,65,0
644,male,40,1,28.0,0,1-2 an,no,32854.0,122.0,149,0
645,male,23,1,15.0,1,< 1 an,no,29541.0,152.0,258,0
646,femelle,21,1,36.0,1,< 1 an,no,30389.0,152.0,27,0
647,male,30,1,28.0,0,1-2 an,oui,2630.0,157.0,298,0
648,male,57,1,46.0,1,1-2 an,no,2630.0,26.0,166,0
649,male,55,1,28.0,1,1-2 an,no,67745.0,124.0,93,0
650,male,50,1,4.0,0,1-2 an,oui,26821.0,26.0,296,0
651,femelle,44,1,28.0,0,1-2 an,oui,26567.0,26.0,215,0
652,male,25,1,28.0,0,< 1 an,oui,41654.0,26.0,233,0
653,male,43,1,23.0,0,1-2 an,oui,29155.0,154.0,277,0
654,male,24,1,41.0,1,< 1 an,no,24773.0,152.0,277,0
655,femelle,59,1,18.0,0,1-2 an,no,23322.0,124.0,133,1
656,male,23,1,44.0,0,< 1 an,oui,29267.0,152.0,41,0
657,male,53,1,13.0,0,1-2 an,oui,2630.0,26.0,90,0
658,male,23,1,46.0,1,1-2 an,oui,2630.0,156.0,234,0
659,male,24,1,36.0,1,< 1 an,no,36975.0,152.0,88,0
660,femelle,24,1,28.0,0,< 1 an,oui,32681.0,152.0,116,0
661,male,60,1,28.0,0,1-2 an,oui,68548.0,26.0,298,0
662,femelle,34,1,29.0,0,1-2 an,oui,30045.0,26.0,119,1
663,male,29,1,28.0,1,< 1 an,no,25850.0,152.0,125,0
664,femelle,21,1,46.0,1,< 1 an,no,41238.0,152.0,195,0
665,male,25,1,14.0,1,< 1 an,no,39723.0,152.0,278,0
666,femelle,45,1,35.0,1,1-2 an,no,52448.0,26.0,105,0
667,femelle,22,1,47.0,1,< 1 an,no,24233.0,152.0,231,0
668,male,55,1,17.0,1,1-2 an,no,36693.0,26.0,212,0
669,male,45,1,33.0,0,1-2 an,oui,23958.0,26.0,35,1
670,femelle,23,1,28.0,1,< 1 an,no,49577.0,152.0,55,0
671,male,26,1,47.0,1,< 1 an,no,33045.0,152.0,188,0
672,male,68,1,28.0,0,1-2 an,oui,45626.0,26.0,68,0
673,femelle,63,1,28.0,0,1-2 an,oui,2630.0,26.0,172,0
674,male,27,1,36.0,1,< 1 an,no,32286.0,152.0,75,0
675,femelle,37,1,28.0,0,1-2 an,oui,45037.0,26.0,238,1
676,femelle,48,1,28.0,1,1-2 an,no,45148.0,124.0,240,0
677,femelle,35,1,35.0,0,1-2 an,oui,37646.0,26.0,198,0
678,male,71,1,28.0,1,1-2 an,no,33685.0,122.0,10,0
679,male,31,1,39.0,0,< 1 an,oui,2630.0,26.0,166,1
680,male,53,1,29.0,0,1-2 an,oui,2630.0,156.0,141,0
681,male,22,1,41.0,1,< 1 an,no,31827.0,152.0,69,0
682,femelle,67,1,41.0,0,1-2 an,oui,31554.0,124.0,30,0
683,femelle,76,1,28.0,1,1-2 an,no,37753.0,124.0,38,0
684,femelle,47,1,30.0,0,1-2 an,oui,2630.0,154.0,227,0
685,male,36,1,35.0,0,1-2 an,oui,25017.0,124.0,203,0
686,male,46,1,28.0,0,1-2 an,oui,31663.0,26.0,235,0
687,femelle,35,1,3.0,0,1-2 an,no,2630.0,26.0,43,0
688,femelle,66,1,8.0,0,1-2 an,no,48089.0,7.0,205,0
689,male,61,1,8.0,0,> 2 ans,oui,22257.0,124.0,171,1
690,femelle,23,1,41.0,1,< 1 an,no,33860.0,152.0,217,0
691,male,44,1,28.0,0,1-2 an,no,50633.0,124.0,103,0
692,femelle,22,1,11.0,0,< 1 an,oui,35557.0,152.0,110,0
693,femelle,28,1,11.0,1,< 1 an,no,2630.0,152.0,101,0
694,femelle,38,1,46.0,0,1-2 an,oui,2630.0,157.0,83,0
695,femelle,48,1,10.0,0,1-2 an,oui,39818.0,26.0,180,0
696,male,41,1,28.0,0,1-2 an,oui,49845.0,124.0,168,0
697,femelle,31,1,8.0,1,< 1 an,no,41106.0,152.0,37,0
698,male,42,1,8.0,1,1-2 an,no,2630.0,26.0,193,0
699,male,48,1,41.0,1,1-2 an,no,2630.0,124.0,18,0
700,male,42,1,28.0,0,1-2 an,oui,2630.0,122.0,235,0
701,femelle,24,1,47.0,1,< 1 an,no,35665.0,152.0,174,0
702,male,76,1,3.0,1,1-2 an,no,28290.0,26.0,146,0
703,femelle,43,1,28.0,0,1-2 an,oui,46174.0,26.0,21,1
704,femelle,25,1,28.0,1,< 1 an,no,34410.0,152.0,219,0
705,male,43,1,28.0,0,1-2 an,oui,26259.0,124.0,116,0
706,femelle,35,1,46.0,0,1-2 an,oui,29036.0,124.0,227,1
707,femelle,24,1,11.0,1,< 1 an,no,32803.0,152.0,239,0
708,male,46,1,8.0,0,1-2 an,no,35183.0,155.0,68,0
709,femelle,45,1,28.0,1,1-2 an,no,28586.0,124.0,129,0
710,male,24,1,49.0,1,< 1 an,no,19613.0,152.0,167,0
711,femelle,46,1,0.0,0,1-2 an,oui,2630.0,47.0,292,0
712,femelle,33,1,28.0,0,1-2 an,oui,28188.0,122.0,257,0
713,male,23,1,18.0,1,< 1 an,no,18086.0,152.0,139,0
714,male,38,1,39.0,0,1-2 an,oui,2630.0,127.0,244,0
715,male,47,1,26.0,0,1-2 an,oui,28871.0,26.0,60,1
716,femelle,26,1,46.0,1,< 1 an,no,30380.0,152.0,268,0
717,male,44,1,8.0,0,1-2 an,oui,32342.0,124.0,255,1
718,male,23,1,29.0,0,< 1 an,oui,28070.0,153.0,136,0
719,male,36,1,8.0,0,1-2 an,oui,32752.0,156.0,287,1
720,male,40,1,8.0,0,1-2 an,oui,71479.0,124.0,107,0
721,male,24,1,10.0,1,< 1 an,no,31953.0,152.0,83,0
722,male,39,1,18.0,0,1-2 an,oui,43177.0,124.0,12,0
723,femelle,42,1,28.0,1,1-2 an,no,61279.0,26.0,224,0
724,femelle,76,1,29.0,1,1-2 an,no,48834.0,26.0,54,0
725,femelle,31,1,10.0,1,< 1 an,no,30459.0,152.0,295,0
726,femelle,21,1,15.0,0,< 1 an,oui,31946.0,152.0,216,0
727,male,48,1,37.0,1,1-2 an,no,22242.0,26.0,283,0
728,femelle,23,1,27.0,0,< 1 an,no,27629.0,152.0,228,0
729,male,28,1,9.0,1,< 1 an,no,34010.0,152.0,145,0
730,femelle,43,1,28.0,0,1-2 an,oui,41103.0,26.0,258,0
731,male,35,1,28.0,0,1-2 an,oui,33273.0,122.0,255,0
732,femelle,35,1,28.0,0,1-2 an,oui,39339.0,124.0,170,0
733,male,77,1,28.0,0,1-2 an,oui,2630.0,26.0,109,1
734,femelle,24,1,33.0,1,< 1 an,oui,31546.0,152.0,268,0
735,male,50,1,28.0,0,> 2 ans,oui,53905.0,124.0,253,1
736,femelle,69,1,28.0,0,1-2 an,oui,48756.0,124.0,285,0
737,femelle,24,1,37.0,0,< 1 an,oui,49007.0,152.0,115,0
738,male,29,1,8.0,1,< 1 an,no,46278.0,152.0,69,0
739,male,43,1,28.0,0,1-2 an,oui,29921.0,26.0,146,1
740,male,70,1,28.0,1,1-2 an,no,36785.0,13.0,211,0
741,male,50,1,8.0,0,1-2 an,oui,2630.0,26.0,276,0
742,male,29,1,18.0,1,< 1 an,no,36528.0,152.0,270,0
743,male,23,1,28.0,1,< 1 an,no,42463.0,152.0,160,0
744,male,20,1,39.0,1,< 1 an,no,31515.0,160.0,167,0
745,male,29,1,4.0,1,< 1 an,no,23080.0,152.0,103,0
746,femelle,68,1,47.0,1,1-2 an,no,25075.0,26.0,108,0
747,male,25,1,27.0,0,< 1 an,oui,27136.0,152.0,155,0
748,male,48,1,28.0,0,1-2 an,oui,31502.0,26.0,125,0
749,male,46,1,28.0,0,> 2 ans,oui,38166.0,26.0,37,1
750,male,44,1,28.0,1,1-2 an,oui,33844.0,26.0,81,0
751,male,49,1,30.0,0,1-2 an,oui,2630.0,26.0,59,1
752,male,53,1,30.0,1,1-2 an,no,2630.0,26.0,208,0
753,male,24,1,7.0,0,< 1 an,no,32560.0,152.0,291,0
754,male,61,1,3.0,0,1-2 an,oui,27238.0,30.0,206,0
755,femelle,33,1,28.0,0,< 1 an,oui,43563.0,154.0,240,0
756,femelle,49,1,8.0,0,> 2 ans,oui,40190.0,124.0,209,0
757,femelle,53,1,33.0,0,1-2 an,oui,47367.0,124.0,254,0
758,male,46,1,36.0,1,1-2 an,no,37565.0,26.0,18,0
759,femelle,44,1,28.0,0,1-2 an,oui,42376.0,124.0,298,0
760,male,25,1,32.0,1,< 1 an,no,2630.0,160.0,114,0
761,male,26,1,15.0,0,< 1 an,no,44116.0,152.0,125,0
